日志创建2021-06-21 余额100000，获得银子：600000000,来源代号给予，银子余额600100000
2021-06-21 余额76351596，失去银子：4808,来源代号技能学习，储备余额76346788
2021-06-21 余额76346788，失去银子：5428,来源代号技能学习，储备余额76341360
2021-06-21 余额76341360，失去银子：6100,来源代号技能学习，储备余额76335260
2021-06-21 余额76335260，失去银子：6840,来源代号技能学习，储备余额76328420
2021-06-21 余额76328420，失去银子：7640,来源代号技能学习，储备余额76320780
2021-06-21 余额76320780，失去银子：8510,来源代号技能学习，储备余额76312270
2021-06-21 余额76312270，失去银子：9450,来源代号技能学习，储备余额76302820
2021-06-21 余额76302820，失去银子：10468,来源代号技能学习，储备余额76292352
2021-06-21 余额76292352，失去银子：11566,来源代号技能学习，储备余额76280786
2021-06-21 余额76280786，失去银子：12748,来源代号技能学习，储备余额76268038
2021-06-21 余额76268038，失去银子：14018,来源代号技能学习，储备余额76254020
2021-06-21 余额76254020，失去银子：15360,来源代号技能学习，储备余额76238660
2021-06-21 余额76238660，失去银子：16838,来源代号技能学习，储备余额76221822
2021-06-21 余额76221822，失去银子：18398,来源代号技能学习，储备余额76203424
2021-06-21 余额76203424，失去银子：20064,来源代号技能学习，储备余额76183360
2021-06-21 余额76183360，失去银子：21840,来源代号技能学习，储备余额76161520
2021-06-21 余额76161520，失去银子：23730,来源代号技能学习，储备余额76137790
2021-06-21 余额76137790，失去银子：25742,来源代号技能学习，储备余额76112048
2021-06-21 余额76112048，失去银子：27876,来源代号技能学习，储备余额76084172
2021-06-21 余额76084172，失去银子：30140,来源代号技能学习，储备余额76054032
2021-06-21 余额76054032，失去银子：32540,来源代号技能学习，储备余额76021492
2021-06-21 余额76021492，失去银子：35080,来源代号技能学习，储备余额75986412
2021-06-21 余额75986412，失去银子：37764,来源代号技能学习，储备余额75948648
2021-06-21 余额75948648，失去银子：40598,来源代号技能学习，储备余额75908050
2021-06-21 余额75908050，失去银子：43590,来源代号技能学习，储备余额75864460
2021-06-21 余额75864460，失去银子：46742,来源代号技能学习，储备余额75817718
2021-06-21 余额75817718，失去银子：50062,来源代号技能学习，储备余额75767656
2021-06-21 余额75767656，失去银子：53554,来源代号技能学习，储备余额75714102
2021-06-21 余额75714102，失去银子：57226,来源代号技能学习，储备余额75656876
2021-06-21 余额75656876，失去银子：61082,来源代号技能学习，储备余额75595794
2021-06-21 余额75595794，失去银子：65130,来源代号技能学习，储备余额75530664
2021-06-21 余额75530664，失去银子：69374,来源代号技能学习，储备余额75461290
2021-06-21 余额75461290，失去银子：73822,来源代号技能学习，储备余额75387468
2021-06-21 余额75387468，失去银子：78480,来源代号技能学习，储备余额75308988
2021-06-21 余额75308988，失去银子：83352,来源代号技能学习，储备余额75225636
2021-06-21 余额75225636，失去银子：88448,来源代号技能学习，储备余额75137188
2021-06-21 余额75137188，失去银子：93772,来源代号技能学习，储备余额75043416
2021-06-21 余额75043416，失去银子：99332,来源代号技能学习，储备余额74944084
2021-06-21 余额74944084，失去银子：105136,来源代号技能学习，储备余额74838948
2021-06-21 余额74838948，失去银子：111190,来源代号技能学习，储备余额74727758
2021-06-21 余额74727758，失去银子：117498,来源代号技能学习，储备余额74610260
2021-06-21 余额74610260，失去银子：124072,来源代号技能学习，储备余额74486188
2021-06-21 余额74486188，失去银子：130916,来源代号技能学习，储备余额74355272
2021-06-21 余额74355272，失去银子：138038,来源代号技能学习，储备余额74217234
2021-06-21 余额74217234，失去银子：145446,来源代号技能学习，储备余额74071788
2021-06-21 余额74071788，失去银子：153148,来源代号技能学习，储备余额73918640
2021-06-21 余额73918640，失去银子：161150,来源代号技能学习，储备余额73757490
2021-06-21 余额73757490，失去银子：169460,来源代号技能学习，储备余额73588030
2021-06-21 余额73588030，失去银子：178086,来源代号技能学习，储备余额73409944
2021-06-21 余额73409944，失去银子：187032,来源代号技能学习，储备余额73222912
2021-06-21 余额73222912，失去银子：196320,来源代号技能学习，储备余额73026592
2021-06-21 余额73026592，失去银子：205942,来源代号技能学习，储备余额72820650
2021-06-21 余额72820650，失去银子：215912,来源代号技能学习，储备余额72604738
2021-06-21 余额3070967，失去银子：1000000,来源代号角色洗点，银子余额2070967
2021-06-21 花费100万银子重置角色属性点
2021-06-21 获得经验：182,来源代号野外
2021-06-21 获得经验：182,来源代号野外
2021-06-21 获得经验：90,来源代号野外
2021-06-21 余额2070967，失去银子：1000,来源代号5，银子余额2069967
